Date,Close,High,Low,Open,Volume
,SVS.CR,SVS.CR,SVS.CR,SVS.CR,SVS.CR
2008-01-04,6999910.0,6999910.0,6999910.0,6999910.0,185
2008-01-07,7699901.0,7699901.0,7349905.384247618,7699901.0,7253
2008-01-08,7699901.0,7699901.0,7699901.0,7699901.0,545
2008-01-09,7349905.5,7699901.121264402,6999909.878735597,7349905.499999999,2872
2008-01-10,7699901.0,7699901.0,7699901.0,7699901.0,1270
2008-01-11,7349905.5,7699901.121264402,7349905.499999999,7349905.499999999,3100
2008-01-14,7349905.5,7349905.499999999,7349905.499999999,7349905.499999999,140
2008-01-15,7699901.0,7699901.0,7349905.384247618,7699901.0,593972
2008-01-16,7699901.0,7699901.0,7699901.0,7699901.0,76
2008-01-17,7699901.0,7699901.0,7699901.0,7699901.0,613
2008-01-18,7699901.0,7699901.0,7699901.0,7699901.0,898
2008-01-21,7349905.5,7699901.121264402,7349905.499999999,7349905.499999999,1725
2008-01-22,7699901.0,7699901.0,6999909.7684952365,7699901.0,1665
2008-01-23,7349905.5,7349905.499999999,7349905.499999999,7349905.499999999,7683
2008-01-24,7349905.5,7349905.499999999,7349905.499999999,7349905.499999999,842
2008-01-25,6999910.0,7349905.627327625,6999910.0,6999910.0,1442
2008-01-28,6999910.0,7349905.627327625,6999910.0,6999910.0,2217
2008-01-29,6999910.0,7349905.627327625,6999910.0,6999910.0,3930
2008-01-30,6999910.0,6999910.0,6999910.0,6999910.0,622
2008-01-31,6999910.0,6999910.0,6999910.0,6999910.0,9507
2008-02-01,7349905.5,7349905.499999999,7349905.499999999,7349905.499999999,2125
2008-02-06,7349905.5,7349905.499999999,7349905.499999999,7349905.499999999,147
2008-02-07,7349905.5,7349905.499999999,7349905.499999999,7349905.499999999,350
2008-02-08,7349905.5,7349905.499999999,7349905.499999999,7349905.499999999,61
2008-02-11,6649915.0,6649915.0,6649915.0,6649915.0,800
2008-02-12,6649915.0,6649915.0,6299919.366460946,6649915.0,6686
2008-02-13,6299919.0,6649914.6131801065,6299919.000000001,6299919.000000001,6807
2008-02-14,6299919.0,6649914.6131801065,6299919.000000001,6299919.000000001,6032
2008-02-15,6299919.0,6649914.6131801065,6299919.000000001,6299919.000000001,12315
2008-02-18,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,517
2008-02-19,6649915.0,6649915.0,6649915.0,6649915.0,5169
2008-02-20,6649915.0,6649915.0,6649915.0,6649915.0,5818
2008-02-21,6649915.0,6649915.0,6649915.0,6649915.0,340
2008-02-22,6649915.0,6999910.124228548,6649915.0,6649915.0,6828
2008-02-25,6649915.0,6999910.124228548,6649915.0,6649915.0,12125
2008-02-26,6649915.0,6649915.0,6299919.366460946,6649915.0,1150
2008-02-27,6649915.0,6649915.0,6299919.366460946,6649915.0,1258
2008-02-28,6649915.0,6649915.0,6299919.366460946,6649915.0,5567
2008-02-29,6299919.0,6649914.6131801065,6299919.000000001,6299919.000000001,5867
2008-03-03,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,3115
2008-03-04,6649915.0,6999910.124228548,6299919.366460946,6649915.0,50357
2008-03-05,6649915.0,6649915.0,6649915.0,6649915.0,16
2008-03-06,6299919.0,6649914.6131801065,6299919.000000001,6299919.000000001,1550
2008-03-07,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,3101
2008-03-10,5949923.5,5949923.5,5949923.5,5949923.5,5400
2008-03-11,5949923.5,5949923.5,5949923.5,5949923.5,429
2008-03-12,5949923.5,6299919.119837762,5949923.5,5949923.5,11836
2008-03-13,5949923.5,5949923.5,5949923.5,5949923.5,9790
2008-03-14,5949923.5,5949923.5,5949923.5,5949923.5,288
2008-03-17,5949923.5,5949923.5,5949923.5,5949923.5,3000
2008-03-18,5949923.5,5949923.5,5949923.5,5949923.5,7860
2008-03-24,5599928.0,5949923.627327625,5599928.0,5599928.0,2097
2008-03-25,5949923.5,5949923.5,5949923.5,5949923.5,2500
2008-03-26,5599928.0,5949923.627327625,5599928.0,5599928.0,24106
2008-03-27,5599928.0,5949923.627327625,5599928.0,5599928.0,16154
2008-03-28,5599928.0,5599928.0,5599928.0,5599928.0,11500
2008-03-31,5599928.0,5599928.0,5599928.0,5599928.0,6533
2008-04-01,5599928.0,5599928.0,5599928.0,5599928.0,0
2008-04-02,5599928.0,5599928.0,5599928.0,5599928.0,8176
2008-04-03,5599928.0,5949923.627327625,5599928.0,5599928.0,3042
2008-04-04,5599928.0,5599928.0,5599928.0,5599928.0,13957
2008-04-07,5599928.0,5599928.0,5599928.0,5599928.0,6769
2008-04-08,5949923.5,5949923.5,5599927.880162238,5949923.5,3418
2008-04-09,6299919.0,6299919.000000001,5949923.386819894,6299919.000000001,14336
2008-04-10,6649915.0,6649915.0,6299919.366460946,6649915.0,1804
2008-04-11,6299919.0,6299919.000000001,5949923.386819894,6299919.000000001,11031
2008-04-14,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,0
2008-04-15,6299919.0,6299919.000000001,5949923.386819894,6299919.000000001,1104
2008-04-16,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,120
2008-04-17,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,0
2008-04-18,5949923.5,5949923.5,5949923.5,5949923.5,4421
2008-04-21,5949923.5,5949923.5,5949923.5,5949923.5,2396
2008-04-22,5249932.5,5599927.592551632,5249932.5,5249932.5,11600
2008-04-23,5249932.5,5249932.5,5249932.5,5249932.5,11004
2008-04-24,5249932.5,5599927.592551632,5249932.5,5249932.5,32284
2008-04-25,5249932.5,5249932.5,5249932.5,5249932.5,0
2008-04-28,5599928.0,5599928.0,5249932.881982873,5599928.0,879826
2008-04-29,5599928.0,5599928.0,5599928.0,5599928.0,0
2008-04-30,5949923.5,5949923.5,5949923.5,5949923.5,171
2008-05-02,5949923.5,5949923.5,5949923.5,5949923.5,0
2008-05-06,5599928.0,5599928.0,5599928.0,5599928.0,2550
2008-05-07,5949923.5,5949923.5,5949923.5,5949923.5,1820
2008-05-08,5949923.5,5949923.5,5249932.769634963,5949923.5,426
2008-05-09,5949923.5,5949923.5,5949923.5,5949923.5,0
2008-05-12,5249932.5,5599927.592551632,5249932.5,5249932.5,2924
2008-05-13,5249932.5,5599927.592551632,5249932.5,5249932.5,633
2008-05-14,5249932.5,5599927.592551632,5249932.5,5249932.5,11552
2008-05-15,5249932.5,5249932.5,5249932.5,5249932.5,0
2008-05-16,5249932.5,5249932.5,5249932.5,5249932.5,40
2008-05-19,5249932.5,5249932.5,5249932.5,5249932.5,1613
2008-05-20,5249932.5,5249932.5,5249932.5,5249932.5,40252
2008-05-21,5249932.5,5249932.5,5249932.5,5249932.5,0
2008-05-22,5249932.5,5249932.5,4899936.8981379075,5249932.5,12351
2008-05-23,4899937.5,4899937.5,4899937.5,4899937.5,5338
2008-05-27,4899937.5,4899937.5,4549941.855147745,4899937.5,496
2008-05-28,4899937.5,4899937.5,4899937.5,4899937.5,1518
2008-05-29,4899937.5,4899937.5,4549941.855147745,4899937.5,171537
2008-05-30,4899937.5,4899937.5,4899937.5,4899937.5,0
2008-06-02,4899937.5,4899937.5,4899937.5,4899937.5,0
2008-06-03,4899937.5,4899937.5,4899937.5,4899937.5,220
2008-06-04,4899937.5,4899937.5,4899937.5,4899937.5,3140
2008-06-05,4899937.5,4899937.5,4899937.5,4899937.5,7475
2008-06-06,4899937.5,4899937.5,4899937.5,4899937.5,9387
2008-06-09,4899937.5,4899937.5,4899937.5,4899937.5,2230
2008-06-10,4899937.5,4899937.5,4899937.5,4899937.5,0
2008-06-11,5249932.5,5249932.5,4899936.8981379075,5249932.5,3507
2008-06-12,5249932.5,5249932.5,4899936.8981379075,5249932.5,1104
2008-06-13,5249932.5,5599927.592551632,5599927.592551632,5599927.592551632,120
2008-06-16,5249932.5,5599927.592551632,4899936.8981379075,5249932.5,3901
2008-06-17,5599928.0,5949923.627327625,5249932.881982873,5599928.0,20506
2008-06-18,5949923.5,5949923.5,5599927.880162238,5949923.5,48072
2008-06-19,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,1090
2008-06-20,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,60
2008-06-23,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,123
2008-06-25,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,14
2008-06-26,5949923.5,5949923.5,5949923.5,5949923.5,1786
2008-06-27,5949923.5,5949923.5,5949923.5,5949923.5,5718
2008-06-30,5949923.5,5949923.5,5949923.5,5949923.5,5570
2008-07-01,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,2460
2008-07-02,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,5345
2008-07-03,7699901.0,7699901.0,6299919.046300953,7699901.0,22571
2008-07-04,9099883.0,9099883.0,8049896.656710919,9099883.0,3350
2008-07-07,10149870.0,10149870.0,9799874.869132115,10149870.0,6307
2008-07-08,9449878.0,10149869.227049878,9449878.0,9449878.0,4605
2008-07-09,9099883.0,9449878.108222706,9099883.0,9099883.0,10661
2008-07-10,9099883.0,9449878.108222706,8749887.891777296,9099883.0,21632
2008-07-11,8749888.0,9099883.112551609,8749888.0,8749888.0,30239
2008-07-14,8749888.0,8749888.0,8749888.0,8749888.0,1100
2008-07-15,8749888.0,8749888.0,8749888.0,8749888.0,10666
2008-07-16,9099883.0,9099883.0,8749887.891777296,9099883.0,5328
2008-07-17,8749888.0,9099883.112551609,8749888.0,8749888.0,14735
2008-07-18,9099883.0,9099883.0,8749887.891777296,9099883.0,15093
2008-07-21,9099883.0,9099883.0,8399891.764933623,9099883.0,2307
2008-07-22,9099883.0,9099883.0,8749887.891777296,9099883.0,11080
2008-07-23,9099883.0,9099883.0,9099883.0,9099883.0,8880
2008-07-25,9449878.0,9449878.0,9099882.895785538,9449878.0,5260
2008-07-28,9099883.0,9449878.108222706,8749887.891777296,9099883.0,9671
2008-07-29,9449878.0,9449878.0,9099882.895785538,9449878.0,22700
2008-07-30,10149870.0,10149870.0,9449878.719643198,10149870.0,11800
2008-07-31,10149870.0,10149870.0,9449878.719643198,10149870.0,22200
2008-08-01,10149870.0,10499866.149488917,9799874.869132115,10149870.0,17500
2008-08-04,9799875.0,10149870.135541733,9799875.0,9799875.0,3800
2008-08-05,10149870.0,10149870.0,9799874.869132115,10149870.0,800
2008-08-06,10149870.0,10149870.0,9799874.869132115,10149870.0,29300
2008-08-07,10149870.0,10149870.0,9799874.869132115,10149870.0,9100
2008-08-08,9799875.0,9799875.0,9449878.845837222,9799875.0,14600
2008-08-11,9449878.0,9449878.0,9449878.0,9449878.0,5400
2008-08-12,9449878.0,9449878.0,9449878.0,9449878.0,29400
2008-08-13,9449878.0,9449878.0,9449878.0,9449878.0,6100
2008-08-14,9449878.0,9449878.0,9449878.0,9449878.0,14600
2008-08-15,9449878.0,9449878.0,9449878.0,9449878.0,50
2008-08-19,9099883.0,9099883.0,9099883.0,9099883.0,6585
2008-08-20,9099883.0,9449878.108222706,8399891.764933623,9099883.0,21169
2008-08-21,9449878.0,9449878.0,9099882.895785538,9449878.0,10598
2008-08-22,8749888.0,8749888.0,8399891.868827414,8749888.0,561
2008-08-25,9099883.0,9099883.0,9099883.0,9099883.0,8000
2008-08-26,9099883.0,9099883.0,8749887.891777296,9099883.0,10921
2008-08-27,9099883.0,9099883.0,8749887.891777296,9099883.0,54149
2008-08-28,9099883.0,9099883.0,8749887.891777296,9099883.0,10940
2008-08-29,9099883.0,9099883.0,9099883.0,9099883.0,2758
2008-09-01,9099883.0,9099883.0,8749887.891777296,9099883.0,10742
2008-09-02,8749888.0,8749888.0,8749888.0,8749888.0,5200
2008-09-03,8749888.0,8749888.0,8749888.0,8749888.0,9322
2008-09-04,8749888.0,8749888.0,8399891.868827414,8749888.0,2318
2008-09-05,8749888.0,8749888.0,8749888.0,8749888.0,1050
2008-09-08,8749888.0,8749888.0,8049896.756275805,8749888.0,28624
2008-09-09,8749888.0,8749888.0,8749888.0,8749888.0,1000
2008-09-10,8399892.0,8749888.136638122,8049896.881982873,8399892.0,28907
2008-09-11,8399892.0,8399892.0,8049896.881982873,8399892.0,33762
2008-09-12,8049897.0,8049896.999999999,7699901.367541194,8049896.999999999,64706
2008-09-15,7699901.0,7699901.0,7349905.384247618,7699901.0,19843
2008-09-16,7699901.0,7699901.0,7699901.0,7699901.0,0
2008-09-17,8049897.0,8399892.1231483,8049896.999999999,8049896.999999999,152101
2008-09-18,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,6100
2008-09-19,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,63
2008-09-22,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,0
2008-09-23,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,2000
2008-09-24,8399892.0,8399892.0,8049896.881982873,8399892.0,121860
2008-09-25,8399892.0,8399892.0,8399892.0,8399892.0,10282
2008-09-26,8399892.0,8399892.0,7699901.254655249,8399892.0,35175
2008-09-29,8399892.0,8399892.0,7699901.254655249,8399892.0,43674
2008-09-30,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,26200
2008-10-01,8399892.0,8399892.0,7349905.627327625,8399892.0,7756
2008-10-02,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,22493
2008-10-03,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,5987
2008-10-06,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,2078
2008-10-07,8049897.0,8049896.999999999,8049896.999999999,8049896.999999999,8100
2008-10-08,7699901.0,8049896.615752382,7349905.384247618,7699901.0,14894
2008-10-09,7349905.5,7349905.499999999,6999909.878735597,7349905.499999999,23682
2008-10-10,6999910.0,6999910.0,6649914.881982873,6999910.0,10474
2008-10-13,6999910.0,6999910.0,6649914.881982873,6999910.0,24930
2008-10-14,6999910.0,6999910.0,6649914.881982873,6999910.0,1243
2008-10-15,6999910.0,6999910.0,6999910.0,6999910.0,5495
2008-10-16,6999910.0,6999910.0,6649914.881982873,6999910.0,2110
2008-10-17,6999910.0,6999910.0,6649914.881982873,6999910.0,5053
2008-10-20,6999910.0,6999910.0,6999910.0,6999910.0,9399
2008-10-21,6999910.0,6999910.0,6999910.0,6999910.0,11070
2008-10-22,6999910.0,6999910.0,6999910.0,6999910.0,8510
2008-10-23,6999910.0,7349905.627327625,6999910.0,6999910.0,29342
2008-10-24,6999910.0,6999910.0,6999910.0,6999910.0,48021
2008-10-27,6999910.0,6999910.0,6649914.881982873,6999910.0,18086
2008-10-28,6649915.0,6649915.0,6299919.366460946,6649915.0,36757
2008-10-29,6649915.0,6649915.0,6649915.0,6649915.0,0
2008-10-30,6649915.0,6649915.0,6649915.0,6649915.0,80
2008-10-31,6649915.0,6649915.0,6649915.0,6649915.0,5256
2008-11-03,5949923.5,5949923.5,5949923.5,5949923.5,1003
2008-11-04,6649915.0,6649915.0,6299919.366460946,6649915.0,1250
2008-11-05,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,1442
2008-11-06,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,0
2008-11-07,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,1240
2008-11-10,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,1000
2008-11-11,5949923.5,6299919.119837762,5949923.5,5949923.5,3175
2008-11-12,5949923.5,5949923.5,5949923.5,5949923.5,0
2008-11-13,6299919.0,6299919.000000001,5949923.386819894,6299919.000000001,10958
2008-11-14,5949923.5,6299919.119837762,5949923.5,5949923.5,6544
2008-11-17,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,830
2008-11-18,5949923.5,5949923.5,5599927.880162238,5949923.5,13697
2008-11-19,6299919.0,6299919.000000001,5599927.773639789,6299919.000000001,53221
2008-11-20,578892608.0,629991920.1863331,578542593.5107435,578892608.0,13
2008-11-21,5949923.5,6299919.119837762,5949923.5,5949923.5,14025
2008-11-24,5949923.5,5949923.5,5949923.5,5949923.5,40119
2008-11-25,5949923.5,5949923.5,5949923.5,5949923.5,1452
2008-11-26,5949923.5,5949923.5,5949923.5,5949923.5,1550
2008-11-27,5949923.5,5949923.5,5949923.5,5949923.5,1136
2008-11-28,5949923.5,5949923.5,5949923.5,5949923.5,3847
2008-12-01,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,4100
2008-12-02,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,3000
2008-12-03,6299919.0,6649914.6131801065,5949923.386819894,6299919.000000001,22778
2008-12-04,6299919.0,6299919.000000001,5949923.386819894,6299919.000000001,3900
2008-12-05,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,11000
2008-12-09,6649915.0,6649915.0,5949923.732921892,6649915.0,24473
2008-12-10,6649915.0,6649915.0,6299919.366460946,6649915.0,35617
2008-12-11,6649915.0,6649915.0,6649915.0,6649915.0,9100
2008-12-12,6299919.0,6299919.000000001,6299919.000000001,6299919.000000001,1735
2008-12-15,6299919.0,6649914.6131801065,6299919.000000001,6299919.000000001,15644
