Date,Close,High,Low,Open,Volume
,RFM,RFM,RFM,RFM,RFM
2020-03-27,11.784131050109863,11.795915450877327,11.754671172013513,11.784131050109863,131500
2020-03-30,11.79591178894043,11.807696186049533,11.784127391831326,11.807696186049533,8200
2020-03-31,11.79591178894043,11.843048253554876,11.778235193276776,11.801803987494981,35100
2020-04-01,11.784131050109863,11.843051930124874,11.784131050109863,11.784131050109863,16500
2020-04-02,11.784131050109863,11.784131050109863,11.784131050109863,11.784131050109863,600
2020-04-03,11.790021896362305,11.843050569903028,11.784129696655315,11.784129696655315,4000
2020-04-06,11.784131050109863,11.843051930124874,11.784131050109863,11.843051930124874,8900
2020-04-07,11.78589916229248,11.808289074867044,11.719318307477435,11.795915790851286,21500
2020-04-08,11.784131050109863,11.843051930124874,11.784131050109863,11.784131050109863,8200
2020-04-09,11.84305191040039,11.84305191040039,11.813590908530795,11.813590908530795,1500
2020-04-13,11.784131050109863,11.896080609756154,11.784131050109863,11.807699851644793,12400
2020-04-14,11.791792869567871,11.81359277819697,11.784132895487247,11.81359277819697,47700
2020-04-15,11.79591178894043,11.890184718169323,11.79591178894043,11.863670386584824,2400
2020-04-16,11.8507080078125,11.8507080078125,11.795911573694836,11.843048037449162,5800
2020-04-17,11.84305191040039,11.84305191040039,11.795915431231348,11.828910854267447,4700
2020-04-20,11.79591178894043,11.81358726078212,11.79591178894043,11.81358726078212,1700
2020-04-21,11.801802635192871,11.821245876755231,11.784126041554678,11.795910437313474,7400
2020-04-22,11.801802635192871,11.801802635192871,11.801802635192871,11.801802635192871,0
2020-04-23,11.84305191040039,11.866619588073757,11.84305191040039,11.866619588073757,500
2020-04-24,11.84305191040039,11.84305191040039,11.84305191040039,11.84305191040039,0
2020-04-27,11.866618156433105,11.890186955085337,11.843050481603045,11.890186955085337,5700
2020-04-28,11.925541877746582,12.697402236817055,11.843053310405104,12.697402236817055,5500
2020-04-29,11.784131050109863,11.866619607837492,11.784131050109863,11.843051930124874,10300
2020-04-30,11.84599494934082,11.84599494934082,11.784128544201062,11.784128544201062,3700
2020-05-01,11.84599494934082,11.84599494934082,11.84599494934082,11.84599494934082,0
2020-05-04,11.784131050109863,11.790023250493595,11.784131050109863,11.784131050109863,54000
2020-05-05,11.784131050109863,11.790023250493595,11.784131050109863,11.784131050109863,22000
2020-05-06,11.784131050109863,11.83126752935741,11.784131050109863,11.83126752935741,5200
2020-05-07,11.784131050109863,11.819483128589946,11.784131050109863,11.790023250493595,6800
2020-05-08,11.547859191894531,11.790022659264002,11.404091982149984,11.790022659264002,17500
2020-05-11,11.2774076461792,11.645072682254737,11.2774076461792,11.577902978684579,4700
2020-05-12,11.40114688873291,11.412931289369093,11.40114688873291,11.407039089051002,3700
2020-05-13,11.262679100036621,11.354006487683856,9.91045049928544,11.354006487683856,36800
2020-05-14,11.235434532165527,11.23543453216553,10.959954504229156,10.959954504229156,5400
2020-05-15,11.315410614013672,11.330221134600793,11.315410614013672,11.330221134600793,2100
2020-05-18,11.374652862548828,11.398349467486328,11.155453334533428,11.398349467486328,17500
2020-05-19,11.113980293273926,11.315406463288273,10.847386500616738,11.159597177135963,24400
2020-05-20,11.256168365478516,11.262092800214687,11.11990975645772,11.14360636543202,18400
2020-05-21,11.392422676086426,11.392422676086428,11.345028346049535,11.38649824358557,10100
2020-05-22,11.232466697692871,11.250239995684723,11.23246669769287,11.250239995684723,1000
2020-05-26,11.392422676086426,11.587924428734853,11.262088550977461,11.262088550977461,14100
2020-05-27,11.615181922912598,11.615181922912598,11.567194338490609,11.567194338490609,1800
2020-05-28,11.730109214782715,11.730109214782715,11.433894324207694,11.433894324207694,10500
2020-05-29,11.842676162719727,11.937464877111001,11.611628812637317,11.937464877111001,11300
2020-06-01,11.826078414916992,11.848590800716657,11.670862390693776,11.848590800716657,5200
2020-06-02,11.789347648620605,11.848590828758333,11.789347648620605,11.848590828758333,7800
2020-06-03,11.769804000854492,11.84859682623802,11.769804000854492,11.84859682623802,4300
2020-06-04,11.84859561920166,11.84859561920166,11.70048817396164,11.706412607367657,3000
2020-06-05,11.872295379638672,11.90784085617289,11.789354427765069,11.818976599852187,17300
2020-06-08,11.84859561920166,11.878216656261612,11.827860667265668,11.863406137731635,4400
